iso_code,name,sp_2024,old_sp_2050,new_sp_2050,observed_rate,correction_reason
tlc,Misantla Totonac,500,226,500,0.0,no observed rate; projected flat
tlf,Telefol,4500,2038,4500,0.0,no observed rate; projected flat
tlg,Tofanma,251,169,251,0.0,no observed rate; projected flat
tlj,Talinga-Bwisi,80000,54005,80000,0.0,no observed rate; projected flat
tlk,Taloki,500,226,500,0.0,no observed rate; projected flat
tlm,Tolomako,225,102,225,0.0,no observed rate; projected flat
tln,Talondo',400,181,400,0.0,no observed rate; projected flat
tlo,Talodi,1500,679,1500,0.0,no observed rate; projected flat
tlq,Tai Loi,4460,3011,4460,0.0,no observed rate; projected flat
tly,Talysh,912000,615654,912000,0.0,no observed rate; projected flat
tmb,Avava,700,473,700,0.0,no observed rate; projected flat
tmd,Haruai,100,45,100,0.0,no observed rate; projected flat
tmf,Enenlhet,1275,578,1275,0.0,no observed rate; projected flat
tmi,Tutuba,120,54,120,0.0,no observed rate; projected flat
tmo,Temoq,300,136,300,0.0,no observed rate; projected flat
tmq,Tumleo,610,276,610,0.0,no observed rate; projected flat
tms,Tima,2500,1132,2500,0.0,no observed rate; projected flat
tmt,Tasmate,300,136,300,0.0,no observed rate; projected flat
tmw,Temuan,8000,3624,8000,0.0,no observed rate; projected flat
tna,Tacana,1153,522,1153,0.0,no observed rate; projected flat
tnc,Tanimuca-Retuarã,976,442,976,0.0,no observed rate; projected flat
tnr,Ménik,5500,2491,5500,0.0,no observed rate; projected flat
tnu,Tay Khang,200,91,200,0.0,no observed rate; projected flat
tnz,Maniq,300,136,300,0.0,no observed rate; projected flat
tob,Toba,31593,21327,31593,0.0,no observed rate; projected flat
tof,Gizrra,1050,476,1050,0.0,no observed rate; projected flat
toj,Tojolabal,5500,2491,5500,0.0,no observed rate; projected flat
too,Northern Totonac,3000,1359,3000,0.0,no observed rate; projected flat
top,Papantla Totonac,80000,54005,80000,0.0,no observed rate; projected flat
tos,Sierra Totonac,120000,81007,120000,0.0,no observed rate; projected flat
tow,Jemez,3000,1359,3000,0.0,no observed rate; projected flat
tpf,Tarpia,564,255,564,0.0,no observed rate; projected flat
tpg,Kula,5000,3375,5000,0.0,no observed rate; projected flat
tpj,Tapiete,207,94,207,0.0,no observed rate; projected flat
tpp,Pisaflores Tepehua,4000,1812,4000,0.0,no observed rate; projected flat
tpr,Tuparí,150,68,150,0.0,no observed rate; projected flat
tpt,Tlachichilco Tepehua,3000,1359,3000,0.0,no observed rate; projected flat
tpv,Tanapag,4400,1993,4400,0.0,no observed rate; projected flat
tpy,Trumai,50,10,50,0.0,no observed rate; projected flat
tqb,Tembé,60,12,60,0.0,no observed rate; projected flat
tql,Lehali,250,113,250,0.0,no observed rate; projected flat
tqq,Tunni,23000,15526,23000,0.0,no observed rate; projected flat
tqu,Touo,1870,847,1870,0.0,no observed rate; projected flat
trb,Terebu,130,59,130,0.0,no observed rate; projected flat
trd,Turi,2000,906,2000,0.0,no observed rate; projected flat
trg,Jewish Azerbaijani Neo-Aramaic,4450,2016,4450,0.0,no observed rate; projected flat
tri,Trió,2456,1112,2456,0.0,no observed rate; projected flat
trj,Toram,2000,906,2000,0.0,no observed rate; projected flat
trm,Tregami,1000,453,1000,0.0,no observed rate; projected flat
trn,Trinitario,3140,1422,3140,0.0,no observed rate; projected flat
tro,Tarao Naga,870,394,870,0.0,no observed rate; projected flat
tru,Turoyo,84000,56705,84000,0.0,no observed rate; projected flat
trw,Torwali,60000,40504,60000,0.0,no observed rate; projected flat
tsb,Ts'amay,8621,3905,8621,0.0,no observed rate; projected flat
tsd,Tsakonian,3000,600,3000,0.0,no observed rate; projected flat
tst,Tondi Songway Kiini,3000,1359,3000,0.0,no observed rate; projected flat
tsu,Tsou,1000,453,1000,0.0,no observed rate; projected flat
tsy,Tebul Sign Language,500,226,500,0.0,no observed rate; projected flat
ttb,Gaa,5000,2265,5000,0.0,no observed rate; projected flat
ttc,Teco,5900,2672,5900,0.0,no observed rate; projected flat
ttf,Tuotomb,500,226,500,0.0,no observed rate; projected flat
tti,Tobati,50,10,50,0.0,no observed rate; projected flat
ttm,Northern Tutchone,200,40,200,0.0,no observed rate; projected flat
ttn,Towei,115,52,115,0.0,no observed rate; projected flat
ttp,Tombelala,1100,498,1100,0.0,no observed rate; projected flat
ttt,Muslim Tat,5000,1001,5000,0.0,no observed rate; projected flat
ttz,Tsum,4790,2170,4790,0.0,no observed rate; projected flat
tua,Wiarumus,460,92,460,0.0,no observed rate; projected flat
tue,Tuyuka,810,367,810,0.0,no observed rate; projected flat
tug,Tunia,2260,1024,2260,0.0,no observed rate; projected flat
tuh,Taulil,800,362,800,0.0,no observed rate; projected flat
tuo,Tukano,13996,9448,13996,0.0,no observed rate; projected flat
tuq,Tedaga,42500,28690,42500,0.0,no observed rate; projected flat
tvd,Tsuvadi,150000,101259,150000,0.0,no observed rate; projected flat
tve,Te'un,1200,544,1200,0.0,no observed rate; projected flat
tvk,Vatlongos,3100,1404,3100,0.0,no observed rate; projected flat
tvl,Tuvaluan,9000,6076,9000,0.0,no observed rate; projected flat
tvo,Tidore,44000,19930,44000,0.0,no observed rate; projected flat
twe,Teiwa,4000,1812,4000,0.0,no observed rate; projected flat
twf,Taos,800,362,800,0.0,no observed rate; projected flat
two,Tswapong,2000,906,2000,0.0,no observed rate; projected flat
twq,Tasawaq,6000,2718,6000,0.0,no observed rate; projected flat
tww,Tuwari,90,18,90,0.0,no observed rate; projected flat
txe,Totoli,7500,3397,7500,0.0,no observed rate; projected flat
txi,Ikpéng,342,155,342,0.0,no observed rate; projected flat
txm,Tomini,30000,13589,30000,0.0,no observed rate; projected flat
txn,West Tarangan,8500,5738,8500,0.0,no observed rate; projected flat
txo,Toto,1400,634,1400,0.0,no observed rate; projected flat
txq,Tii,20000,13501,20000,0.0,no observed rate; projected flat
txu,Mebengokre,7266,3291,7266,0.0,no observed rate; projected flat
tyl,Thu Lao,200,91,200,0.0,no observed rate; projected flat
tyr,Tai Daeng,80000,36237,80000,0.0,no observed rate; projected flat
tyv,Tuva,242754,163873,242754,0.0,no observed rate; projected flat
tzj,Tz'utujil,47669,32179,47669,0.0,no observed rate; projected flat
tzx,Karawari,1300,589,1300,0.0,no observed rate; projected flat
ubi,Ubi,1500,1013,1500,0.0,no observed rate; projected flat
uda,Uda,5000,2265,5000,0.0,no observed rate; projected flat
ude,Udege,50,10,50,0.0,no observed rate; projected flat
udi,Udi,5500,2491,5500,0.0,no observed rate; projected flat
udj,Ujir,980,444,980,0.0,no observed rate; projected flat
udm,Udmurt,324338,146914,324338,0.0,no observed rate; projected flat
ugo,Ugong,50,10,50,0.0,no observed rate; projected flat
ugy,Uruguayan Sign Language,7000,3171,7000,0.0,no observed rate; projected flat
uhn,Damal,4500,2038,4500,0.0,no observed rate; projected flat
uis,Uisai,2500,1132,2500,0.0,no observed rate; projected flat
uiv,Iyive,500,226,500,0.0,no observed rate; projected flat
ukg,Ukuriguma,170,77,170,0.0,no observed rate; projected flat
ukh,Ukhwejo,1000,453,1000,0.0,no observed rate; projected flat
ukq,Ukwa,100,45,100,0.0,no observed rate; projected flat
ulc,Ulch,500,100,500,0.0,no observed rate; projected flat
ulf,Afra,115,52,115,0.0,no observed rate; projected flat
uli,Ulithian,3075,1393,3075,0.0,no observed rate; projected flat
ulk,Meriam,320,145,320,0.0,no observed rate; projected flat
ulu,Uma' Lung,3000,1359,3000,0.0,no observed rate; projected flat
umi,Ukit,120,54,120,0.0,no observed rate; projected flat
ums,Pendau,3200,1449,3200,0.0,no observed rate; projected flat
unk,Enawené-Nawé,445,202,445,0.0,no observed rate; projected flat
ura,Urarina,2000,906,2000,0.0,no observed rate; projected flat
urb,Kaapor,800,362,800,0.0,no observed rate; projected flat
urk,Urak Lawoi',5500,2491,5500,0.0,no observed rate; projected flat
urm,Urapmin,370,168,370,0.0,no observed rate; projected flat
urn,Uruangnirin,400,181,400,0.0,no observed rate; projected flat
uro,Ura (Papua New Guinea),1900,861,1900,0.0,no observed rate; projected flat
urr,Löyöp,200,91,200,0.0,no observed rate; projected flat
urt,Urat,6280,2845,6280,0.0,no observed rate; projected flat
urx,Urimo,835,378,835,0.0,no observed rate; projected flat
urz,Uruewawau,183,83,183,0.0,no observed rate; projected flat
ush,Ushojo,1000,453,1000,0.0,no observed rate; projected flat
usp,Uspanteko,1231,558,1231,0.0,no observed rate; projected flat
usu,Uya,270,122,270,0.0,no observed rate; projected flat
ute,Ute,3500,1585,3500,0.0,no observed rate; projected flat
uum,Urum,55000,24913,55000,0.0,no observed rate; projected flat
uuu,U,40000,18119,40000,0.0,no observed rate; projected flat
uve,West Uvean,2200,1485,2200,0.0,no observed rate; projected flat
uya,Doko-Uyanga,200,91,200,0.0,no observed rate; projected flat
vaf,Vafsi,20000,13501,20000,0.0,no observed rate; projected flat
val,Vehes,70,14,70,0.0,no observed rate; projected flat
vam,Vanimo,1660,1121,1660,0.0,no observed rate; projected flat
van,Walman,1740,348,1740,0.0,no observed rate; projected flat
vap,Vaiphei,19836,13390,19836,0.0,no observed rate; projected flat
var,Guarijío,2136,968,2136,0.0,no observed rate; projected flat
vay,Wayu,1520,689,1520,0.0,no observed rate; projected flat
vep,Veps,3613,723,3613,0.0,no observed rate; projected flat
vgt,Flemish Sign Language,6000,2718,6000,0.0,no observed rate; projected flat
vid,Vidunda,5000,2265,5000,0.0,no observed rate; projected flat
vin,Vinza,10000,6751,10000,0.0,no observed rate; projected flat
vis,Vishavan,150,68,150,0.0,no observed rate; projected flat
vkj,Kujarge,1000,453,1000,0.0,no observed rate; projected flat
vko,Kodeoha,1000,453,1000,0.0,no observed rate; projected flat
vlp,Valpei,300,136,300,0.0,no observed rate; projected flat
vmd,Mudu Koraga,1000,453,1000,0.0,no observed rate; projected flat
vnm,Vinmavis,500,226,500,0.0,no observed rate; projected flat
vnp,Vunapu,380,172,380,0.0,no observed rate; projected flat
vro,Võro,25000,11324,25000,0.0,no observed rate; projected flat
vrt,Burmbar,900,408,900,0.0,no observed rate; projected flat
wab,Wab,120,54,120,0.0,no observed rate; projected flat
wai,Wares,200,91,200,0.0,no observed rate; projected flat
wap,Wapixana,5450,3679,5450,0.0,no observed rate; projected flat
wat,Kaninuwa,360,163,360,0.0,no observed rate; projected flat
wau,Waurá,410,186,410,0.0,no observed rate; projected flat
waw,Waiwai,3154,1429,3154,0.0,no observed rate; projected flat
wax,Watam,543,246,543,0.0,no observed rate; projected flat
way,Wayana,1738,787,1738,0.0,no observed rate; projected flat
wba,Warao,32400,21872,32400,0.0,no observed rate; projected flat
wbe,Waritai,150,68,150,0.0,no observed rate; projected flat
wbf,Wara,4500,2038,4500,0.0,no observed rate; projected flat
wbh,Wanda,21405,14450,21405,0.0,no observed rate; projected flat
wbj,Alagwa,5000,2265,5000,0.0,no observed rate; projected flat
wbk,Waigali,1500,679,1500,0.0,no observed rate; projected flat
wbl,Wakhi,37570,25362,37570,0.0,no observed rate; projected flat
wbm,Wa,100000,67506,100000,0.0,no observed rate; projected flat
wbp,Warlpiri,3000,1359,3000,0.0,no observed rate; projected flat
wbw,Woi,1800,815,1800,0.0,no observed rate; projected flat
wca,Yanomam,4000,1812,4000,0.0,no observed rate; projected flat
wew,Weyewa,240000,162014,240000,0.0,no observed rate; projected flat
wfg,Yafi,170,77,170,0.0,no observed rate; projected flat
whk,Wahau Kenya,8000,3624,8000,0.0,no observed rate; projected flat
wig,Wik-Ngathana,100,45,100,0.0,no observed rate; projected flat
wii,Wiaki,100,20,100,0.0,no observed rate; projected flat
wim,Wik-Mungkan,1060,480,1060,0.0,no observed rate; projected flat
win,Winnebago,250,113,250,0.0,no observed rate; projected flat
wiu,Wiru,15300,10328,15300,0.0,no observed rate; projected flat
wji,Warji,77700,52452,77700,0.0,no observed rate; projected flat
wla,Walio,200,91,200,0.0,no observed rate; projected flat
wlg,Kunbarlang,75,15,75,0.0,no observed rate; projected flat
wll,Wali,9000,4077,9000,0.0,no observed rate; projected flat
wln,Walloon,600000,271779,600000,0.0,no observed rate; projected flat
wlr,Wailapa,100,45,100,0.0,no observed rate; projected flat
wls,East Uvean,22500,10192,22500,0.0,no observed rate; projected flat
wmc,Wamas,220,100,220,0.0,no observed rate; projected flat
wmd,Mamaindé,250,113,250,0.0,no observed rate; projected flat
wme,Wambule,15000,10126,15000,0.0,no observed rate; projected flat
wmh,Waima'a,3000,1359,3000,0.0,no observed rate; projected flat
wmo,Wom,2500,1132,2500,0.0,no observed rate; projected flat
wmt,Walmajarri,860,390,860,0.0,no observed rate; projected flat
wnc,Wantoat,8200,3714,8200,0.0,no observed rate; projected flat
wnk,Wanukaka,14000,6342,14000,0.0,no observed rate; projected flat
wno,Wano,7000,3171,7000,0.0,no observed rate; projected flat
wnp,Kayik,769,348,769,0.0,no observed rate; projected flat
woc,Wogeo,1500,679,1500,0.0,no observed rate; projected flat
woe,Woleaian,1630,738,1630,0.0,no observed rate; projected flat
wog,Wogamusin,368,167,368,0.0,no observed rate; projected flat
woi,Kamang,6000,2718,6000,0.0,no observed rate; projected flat
wpc,Mako,1078,728,1078,0.0,no observed rate; projected flat
wrk,Garrwa,59,12,59,0.0,no observed rate; projected flat
wrm,Warumungu,50,10,50,0.0,no observed rate; projected flat
wrn,Warnang,1100,498,1100,0.0,no observed rate; projected flat
wrs,Waris,2200,997,2200,0.0,no observed rate; projected flat
wru,Waru,350,159,350,0.0,no observed rate; projected flat
wrx,Wae Rana,3000,1359,3000,0.0,no observed rate; projected flat
wsa,Warembori,650,294,650,0.0,no observed rate; projected flat
wsi,Wusi,350,159,350,0.0,no observed rate; projected flat
wtk,Watakataui,160,72,160,0.0,no observed rate; projected flat
wtw,Wotu,5000,2265,5000,0.0,no observed rate; projected flat
wuh,Wutunhua,4000,1812,4000,0.0,no observed rate; projected flat
wut,Wutung,610,276,610,0.0,no observed rate; projected flat
wwo,Dorig,300,136,300,0.0,no observed rate; projected flat
www,Wawa,2500,1132,2500,0.0,no observed rate; projected flat
xac,Kachari,59000,26725,59000,0.0,no observed rate; projected flat
xal,Kalmyk-Oirat,323857,218623,323857,0.0,no observed rate; projected flat
xav,Xavante,13303,8980,13303,0.0,no observed rate; projected flat
xbi,Kombio,2970,1345,2970,0.0,no observed rate; projected flat
xel,Kelo,200,91,200,0.0,no observed rate; projected flat
xer,Xerente,2569,1164,2569,0.0,no observed rate; projected flat
xkc,Kho'ini,550,110,550,0.0,no observed rate; projected flat
xkf,Khengkha,40000,27002,40000,0.0,no observed rate; projected flat
xkg,Kagoro,15000,10126,15000,0.0,no observed rate; projected flat
xkk,Kaco',3365,2272,3365,0.0,no observed rate; projected flat
xkq,Koroni,400,181,400,0.0,no observed rate; projected flat
xks,Kumbewaha,3400,1540,3400,0.0,no observed rate; projected flat
xkt,Kantosi,2300,1042,2300,0.0,no observed rate; projected flat
xkv,Kgalagadi,12500,8438,12500,0.0,no observed rate; projected flat
xkx,Karore,550,249,550,0.0,no observed rate; projected flat
xkz,Kurtokha,15000,10126,15000,0.0,no observed rate; projected flat
xla,Kamula,800,362,800,0.0,no observed rate; projected flat
xma,Mushungulu,23000,15526,23000,0.0,no observed rate; projected flat
xmf,Mingrelian,344000,232220,344000,0.0,no observed rate; projected flat
xmj,Midah,1000,453,1000,0.0,no observed rate; projected flat
xmx,Salawati,1696,768,1696,0.0,no observed rate; projected flat
xnh,Kuanhua,1000,453,1000,0.0,no observed rate; projected flat
xns,Kanashi,1400,634,1400,0.0,no observed rate; projected flat
xny,Nyiyaparli,50,10,50,0.0,no observed rate; projected flat
xnz,Kenuzi,50000,22648,50000,0.0,no observed rate; projected flat
xoi,Kominimung,328,149,328,0.0,no observed rate; projected flat
xok,Xokleng,100,45,100,0.0,no observed rate; projected flat
xom,Komo,1435,650,1435,0.0,no observed rate; projected flat
xop,Kopar,229,104,229,0.0,no observed rate; projected flat
xra,Krahô,2184,989,2184,0.0,no observed rate; projected flat
xri,Krikatí,682,309,682,0.0,no observed rate; projected flat
xsl,Dene K'e (Slavey),43,19,43,0.0,no observed rate; projected flat
xsp,Silopi,180,82,180,0.0,no observed rate; projected flat
xsr,Sherpa,15000,6794,15000,0.0,no observed rate; projected flat
xsu,Sanumá,3497,1584,3497,0.0,no observed rate; projected flat
xsy,Saisiyat,3000,600,3000,0.0,no observed rate; projected flat
xua,Alu Kurumba,1000,453,1000,0.0,no observed rate; projected flat
xub,Betta Kurumba,4000,1812,4000,0.0,no observed rate; projected flat
xuu,Khwe,7000,3171,7000,0.0,no observed rate; projected flat
xwg,Kwegu,300,136,300,0.0,no observed rate; projected flat
yab,Yuhup,475,321,475,0.0,no observed rate; projected flat
yad,Yagua,4297,1946,4297,0.0,no observed rate; projected flat
yae,Yaruro,7400,3352,7400,0.0,no observed rate; projected flat
yah,Yazgulyami,7500,5063,7500,0.0,no observed rate; projected flat
yai,Yaghnobi,13500,9113,13500,0.0,no observed rate; projected flat
yaq,Yaqui,21000,14176,21000,0.0,no observed rate; projected flat
yau,Jotí,300,136,300,0.0,no observed rate; projected flat
yax,Yauma,22200,14986,22200,0.0,no observed rate; projected flat
ybe,Yellow Uyghur,4600,2084,4600,0.0,no observed rate; projected flat
ybh,Yakha,14000,6342,14000,0.0,no observed rate; projected flat
ybi,Yamphu,1722,780,1722,0.0,no observed rate; projected flat
ybj,Hasha,400,181,400,0.0,no observed rate; projected flat
ybl,Yukuben,8000,5400,8000,0.0,no observed rate; projected flat
ybx,Yawiyo,80,16,80,0.0,no observed rate; projected flat
ych,Chesu,3300,1495,3300,0.0,no observed rate; projected flat
ycn,Yucuna,770,349,770,0.0,no observed rate; projected flat
ycp,Chepya,2000,906,2000,0.0,no observed rate; projected flat
ydd,Eastern Yiddish,1200000,2367228,1200000,0.0,no observed rate; projected flat
ydg,Yidgha,3000,1359,3000,0.0,no observed rate; projected flat
yee,Yimas,250,113,250,0.0,no observed rate; projected flat
yet,Yetfa-Biksi,1000,453,1000,0.0,no observed rate; projected flat
yev,Yeri,60,12,60,0.0,no observed rate; projected flat
yey,Yeyi,20000,4003,20000,0.0,no observed rate; projected flat
yha,Baha Buyang,550,110,550,0.0,no observed rate; projected flat
yhd,Judeo-Iraqi Arabic,151820,102488,151820,0.0,no observed rate; projected flat
yih,Western Yiddish,5400,2446,5400,0.0,no observed rate; projected flat
yij,Yindjibarndi,650,130,650,0.0,no observed rate; projected flat
yim,Yimchungru Naga,92100,62173,92100,0.0,no observed rate; projected flat
yiq,Miqie Yi,8000,3624,8000,0.0,no observed rate; projected flat
yis,Yis,489,222,489,0.0,no observed rate; projected flat
yki,Yoke,100,45,100,0.0,no observed rate; projected flat
ykk,Yakaikeke,100,45,100,0.0,no observed rate; projected flat
ykm,Kap,2079,942,2079,0.0,no observed rate; projected flat
yko,Iyasa,1500,679,1500,0.0,no observed rate; projected flat
ykt,Kathu,5000,2265,5000,0.0,no observed rate; projected flat
yla,Ulwa,600,120,600,0.0,no observed rate; projected flat
yle,Yele,6000,2718,6000,0.0,no observed rate; projected flat
ylg,Yelogu,700,317,700,0.0,no observed rate; projected flat
yll,Yil,2134,967,2134,0.0,no observed rate; projected flat
yln,Langnian Buyang,300,60,300,0.0,no observed rate; projected flat
ylo,Naluo,15000,10126,15000,0.0,no observed rate; projected flat
ymb,Yambes,860,390,860,0.0,no observed rate; projected flat
ymc,Southern Muji,26000,17552,26000,0.0,no observed rate; projected flat
ymd,Muda,2000,906,2000,0.0,no observed rate; projected flat
ymi,Moji,400,270,400,0.0,no observed rate; projected flat
ymk,Makwe,32000,21602,32000,0.0,no observed rate; projected flat
ymn,Yamna,560,254,560,0.0,no observed rate; projected flat
ymo,Aiku,819,371,819,0.0,no observed rate; projected flat
ymq,Qila Muji,1500,1013,1500,0.0,no observed rate; projected flat
ymx,Northern Muji,9000,4077,9000,0.0,no observed rate; projected flat
ymz,Muzi,10000,4530,10000,0.0,no observed rate; projected flat
yna,Aluo,20000,9059,20000,0.0,no observed rate; projected flat
yng,Yango,3000,1359,3000,0.0,no observed rate; projected flat
ynk,Naukan Yupik,200,91,200,0.0,no observed rate; projected flat
yoi,Dunan (Yonaguni Ryukyuan),400,80,400,0.0,no observed rate; projected flat
yon,Yonggom,4000,1812,4000,0.0,no observed rate; projected flat
yra,Yerakai,390,177,390,0.0,no observed rate; projected flat
yrl,Nheengatú,19060,8634,19060,0.0,no observed rate; projected flat
yrn,Yerong,300,136,300,0.0,no observed rate; projected flat
yrs,Yarsun,200,91,200,0.0,no observed rate; projected flat
yrw,Yarawata,130,59,130,0.0,no observed rate; projected flat
ysd,Samatao,400,80,400,0.0,no observed rate; projected flat
ysm,Myanmar Sign Language,150000,67945,150000,0.0,no observed rate; projected flat
yss,Yessan-Mayo,900,408,900,0.0,no observed rate; projected flat
ysy,Sanie,8000,1601,8000,0.0,no observed rate; projected flat
yta,Talu,10138,6844,10138,0.0,no observed rate; projected flat
ytl,Tanglang,947,429,947,0.0,no observed rate; projected flat
yua,Yucatec Maya,706000,476592,706000,0.0,no observed rate; projected flat
yud,Judeo-Tripolitanian Arabic,55000,37128,55000,0.0,no observed rate; projected flat
yuf,Upland Yuman,1625,736,1625,0.0,no observed rate; projected flat
yui,Yurutí,687,311,687,0.0,no observed rate; projected flat
yuj,Karkar-Yuri,1000,453,1000,0.0,no observed rate; projected flat
yul,Yulu,4000,1812,4000,0.0,no observed rate; projected flat
yum,Quechan,150,68,150,0.0,no observed rate; projected flat
yup,Yukpa,5586,3771,5586,0.0,no observed rate; projected flat
yuq,Yuki,140,63,140,0.0,no observed rate; projected flat
yuy,East Yugur,4000,2700,4000,0.0,no observed rate; projected flat
yuz,Yuracaré,1809,819,1809,0.0,no observed rate; projected flat
ywa,Kalou,820,371,820,0.0,no observed rate; projected flat
ywt,Central Lalo,300000,202518,300000,0.0,no observed rate; projected flat
yyu,Yau,140,63,140,0.0,no observed rate; projected flat
yyz,Ayizi,5500,1101,5500,0.0,no observed rate; projected flat
yzg,E'ma Buyang,300,136,300,0.0,no observed rate; projected flat
zah,Zangwal,100,45,100,0.0,no observed rate; projected flat
zal,Zauzou,1050,476,1050,0.0,no observed rate; projected flat
zau,Zangskari,5000,2265,5000,0.0,no observed rate; projected flat
zay,Zaysé-Zergulla,21000,14176,21000,0.0,no observed rate; projected flat
zgr,Magori,100,45,100,0.0,no observed rate; projected flat
zhb,Zhaba,3850,1744,3850,0.0,no observed rate; projected flat
zil,Zialo,25000,16876,25000,0.0,no observed rate; projected flat
ziz,Zizilivakan,550,249,550,0.0,no observed rate; projected flat
zkd,Kadu,30000,20252,30000,0.0,no observed rate; projected flat
zkn,Kanan,9000,4077,9000,0.0,no observed rate; projected flat
zkr,Zakhring,500,226,500,0.0,no observed rate; projected flat
zmo,Molo,100,45,100,0.0,no observed rate; projected flat
zna,Zan Gula,5000,2265,5000,0.0,no observed rate; projected flat
zng,Mang,875,175,875,0.0,no observed rate; projected flat
zns,Mangas,180,82,180,0.0,no observed rate; projected flat
zoh,Oaxaca Zoque,5216,2363,5216,0.0,no observed rate; projected flat
zom,Zome,17000,11476,17000,0.0,no observed rate; projected flat
zpb,Yautepec Zapotec,310,140,310,0.0,no observed rate; projected flat
zpm,Mixtepec Zapotec,7000,3171,7000,0.0,no observed rate; projected flat
zrn,Zirenkel,2500,1132,2500,0.0,no observed rate; projected flat
ztm,San Agustín Mixtepec Zapotec,59,12,59,0.0,no observed rate; projected flat
ztt,Tejalapan Zapotec,120,54,120,0.0,no observed rate; projected flat
zum,Kumzari,4000,2700,4000,0.0,no observed rate; projected flat
zun,Zuni,9000,4077,9000,0.0,no observed rate; projected flat
zwa,Zay,2000,906,2000,0.0,no observed rate; projected flat
