iso_code,name,sp_2024,old_sp_2050,new_sp_2050,observed_rate,correction_reason
lbt,Lachi,5000,2265,5000,0.0,no observed rate; projected flat
lbu,Labu,1600,725,1600,0.0,no observed rate; projected flat
lcc,Legenyem,250,113,250,0.0,no observed rate; projected flat
lcd,Lola,830,376,830,0.0,no observed rate; projected flat
lcl,Lisela,11900,8033,11900,0.0,no observed rate; projected flat
lcp,Lawa,55000,37128,55000,0.0,no observed rate; projected flat
ldm,Landoma,25000,16876,25000,0.0,no observed rate; projected flat
ldq,Lufu,3200,1449,3200,0.0,no observed rate; projected flat
ler,Lenkau,250,113,250,0.0,no observed rate; projected flat
lev,Western Pantar,10804,7293,10804,0.0,no observed rate; projected flat
lex,Luang,18000,12151,18000,0.0,no observed rate; projected flat
ley,Lemolang,2000,906,2000,0.0,no observed rate; projected flat
lgh,Laghuu,500,226,500,0.0,no observed rate; projected flat
lgn,Opuuo,301,136,301,0.0,no observed rate; projected flat
lgq,Logba,7500,3397,7500,0.0,no observed rate; projected flat
lgt,Pahi,299,135,299,0.0,no observed rate; projected flat
lgu,Longgu,1500,679,1500,0.0,no observed rate; projected flat
lha,Laha (Vietnam),5500,1101,5500,0.0,no observed rate; projected flat
lhh,Laha (Indonesia),3890,1762,3890,0.0,no observed rate; projected flat
lhm,Lhomi,3130,2113,3130,0.0,no observed rate; projected flat
lhp,Lhokpu,2500,1132,2500,0.0,no observed rate; projected flat
lht,Lo-Toga,580,263,580,0.0,no observed rate; projected flat
lib,Likum,80,16,80,0.0,no observed rate; projected flat
lif,Limbu,300000,135890,300000,0.0,no observed rate; projected flat
lil,St̓át̓imcets (Lillooet),149,30,149,0.0,no observed rate; projected flat
lip,Sekpele,55000,24913,55000,0.0,no observed rate; projected flat
liu,Logorik,2000,906,2000,0.0,no observed rate; projected flat
liv,Livonian,30,20,30,0.0,no observed rate; projected flat
lix,Liabuku,75,15,75,0.0,no observed rate; projected flat
lja,Golpa,54,11,54,0.0,no observed rate; projected flat
lji,Laiyolo,800,362,800,0.0,no observed rate; projected flat
lkc,Kucong,45000,30378,45000,0.0,no observed rate; projected flat
lkh,Lakha,8000,3624,8000,0.0,no observed rate; projected flat
lkj,Remun,3542,2391,3542,0.0,no observed rate; projected flat
lkl,Laeko-Libuat,269,122,269,0.0,no observed rate; projected flat
lkn,Lakon,800,362,800,0.0,no observed rate; projected flat
lkt,Lakota,2200,997,2200,0.0,no observed rate; projected flat
lld,Ladin,20000,9059,20000,0.0,no observed rate; projected flat
llg,Lole,20000,13501,20000,0.0,no observed rate; projected flat
llh,Lamu,120,54,120,0.0,no observed rate; projected flat
llk,Lelak,220,100,220,0.0,no observed rate; projected flat
lll,Lilau,410,186,410,0.0,no observed rate; projected flat
llq,Lolak,54,11,54,0.0,no observed rate; projected flat
lmb,Merei,400,181,400,0.0,no observed rate; projected flat
lmd,Lumun,30000,20252,30000,0.0,no observed rate; projected flat
lmk,Lamkang,5894,2670,5894,0.0,no observed rate; projected flat
lmu,Lamen,850,385,850,0.0,no observed rate; projected flat
lmy,Laboya,23000,10418,23000,0.0,no observed rate; projected flat
lnh,Lanoh,350,159,350,0.0,no observed rate; projected flat
lnm,Langam,254,115,254,0.0,no observed rate; projected flat
lnn,Lorediakarkar,54,11,54,0.0,no observed rate; projected flat
loe,Saluan,74000,49954,74000,0.0,no observed rate; projected flat
lof,Logol,2600,1178,2600,0.0,no observed rate; projected flat
loh,Narim,3620,1640,3620,0.0,no observed rate; projected flat
lou,Louisiana Creole,3500,700,3500,0.0,no observed rate; projected flat
lpa,Lelepa,400,181,400,0.0,no observed rate; projected flat
lpe,Lepki,530,240,530,0.0,no observed rate; projected flat
lrl,Lari,80000,54005,80000,0.0,no observed rate; projected flat
lro,Laro,40000,27002,40000,0.0,no observed rate; projected flat
lrr,Southern Yamphu,4000,1812,4000,0.0,no observed rate; projected flat
lrv,Larëvat,750,340,750,0.0,no observed rate; projected flat
lsa,Lasgerdi,1000,453,1000,0.0,no observed rate; projected flat
lsd,Lishana Deni,7500,3397,7500,0.0,no observed rate; projected flat
lsr,Aruop,700,317,700,0.0,no observed rate; projected flat
lst,Trinidad and Tobago Sign Language,2000,906,2000,0.0,no observed rate; projected flat
lud,Ludian,300,60,300,0.0,no observed rate; projected flat
luv,Luwati,40000,27002,40000,0.0,no observed rate; projected flat
lva,Maku'a,50,10,50,0.0,no observed rate; projected flat
lvk,Lavukaleve,1700,770,1700,0.0,no observed rate; projected flat
lwm,Laomian,5500,2491,5500,0.0,no observed rate; projected flat
lzz,Laz,27500,18564,27500,0.0,no observed rate; projected flat
mam,Mam,519664,350804,519664,0.0,no observed rate; projected flat
maq,Chiquihuitlán Mazatec,1502,680,1502,0.0,no observed rate; projected flat
mat,Matlatzinca,1134,514,1134,0.0,no observed rate; projected flat
mav,Mawé,6219,2817,6219,0.0,no observed rate; projected flat
mbb,Western Bukidnon Manobo,19000,12826,19000,0.0,no observed rate; projected flat
mbc,Makushi,3915,1773,3915,0.0,no observed rate; projected flat
mbf,Baba Malay,2000,400,2000,0.0,no observed rate; projected flat
mbj,Nadëb,370,168,370,0.0,no observed rate; projected flat
mbl,Maxakalí,1271,576,1271,0.0,no observed rate; projected flat
mbn,Macaguán,441,200,441,0.0,no observed rate; projected flat
mbp,Guamaca,1922,871,1922,0.0,no observed rate; projected flat
mbr,Nukak,390,177,390,0.0,no observed rate; projected flat
mbv,Mbulungish,5000,2265,5000,0.0,no observed rate; projected flat
mbw,Maring,11000,7426,11000,0.0,no observed rate; projected flat
mbx,Mari,80,36,80,0.0,no observed rate; projected flat
mca,Maká,1042,472,1042,0.0,no observed rate; projected flat
mcb,Machiguenga,5000,2265,5000,0.0,no observed rate; projected flat
mch,Yekuana,6630,3003,6630,0.0,no observed rate; projected flat
mcj,Mvanip,100,45,100,0.0,no observed rate; projected flat
mcm,Malaccan Creole Portuguese,2150,974,2150,0.0,no observed rate; projected flat
mcs,Mambai,15000,10126,15000,0.0,no observed rate; projected flat
mcw,Mahwa,6560,2971,6560,0.0,no observed rate; projected flat
mcz,Mawan,470,213,470,0.0,no observed rate; projected flat
mdf,Moksha,200000,135012,200000,0.0,no observed rate; projected flat
mdy,Malé,53800,36318,53800,0.0,no observed rate; projected flat
mdz,Suruí do Pará,264,120,264,0.0,no observed rate; projected flat
mea,Menka,5200,3510,5200,0.0,no observed rate; projected flat
meg,Mea,300,136,300,0.0,no observed rate; projected flat
mep,Miriwoong,54,11,54,0.0,no observed rate; projected flat
mew,Maha,10000,6751,10000,0.0,no observed rate; projected flat
mfb,Bangka,50,10,50,0.0,no observed rate; projected flat
mff,Naki,3000,1359,3000,0.0,no observed rate; projected flat
mfl,Putai,50,10,50,0.0,no observed rate; projected flat
mfs,Mexican Sign Language,93500,63118,93500,0.0,no observed rate; projected flat
mft,Mokerang,200,91,200,0.0,no observed rate; projected flat
mfx,Malo,20151,13603,20151,0.0,no observed rate; projected flat
mfy,Mayo,32702,22076,32702,0.0,no observed rate; projected flat
mgc,Morokodo,3400,1540,3400,0.0,no observed rate; projected flat
mgf,Maklew,120,54,120,0.0,no observed rate; projected flat
mgk,Mawes,693,314,693,0.0,no observed rate; projected flat
mgm,Mambae,131000,88433,131000,0.0,no observed rate; projected flat
mgs,Manda (Tanzania),22000,14851,22000,0.0,no observed rate; projected flat
mgt,Mongol-Kaimba,338,153,338,0.0,no observed rate; projected flat
mha,Manda (India),4040,1830,4040,0.0,no observed rate; projected flat
mhb,Mahongwe,500,226,500,0.0,no observed rate; projected flat
mhd,Mbugu,7000,3171,7000,0.0,no observed rate; projected flat
mhe,Mah Meri,2896,1312,2896,0.0,no observed rate; projected flat
mhf,Mamaa,200,91,200,0.0,no observed rate; projected flat
mhn,Mócheno,1900,861,1900,0.0,no observed rate; projected flat
mhr,Eastern Mari,500000,337530,500000,0.0,no observed rate; projected flat
mhu,Digaro-Mishmi,6000,2718,6000,0.0,no observed rate; projected flat
mhz,"Mor (Mor Islands, Indonesia)",5500,2491,5500,0.0,no observed rate; projected flat
mic,Mi'kmaq,8145,3689,8145,0.0,no observed rate; projected flat
mid,Neo-Mandaic,150,30,150,0.0,no observed rate; projected flat
mij,Mungbam,2000,906,2000,0.0,no observed rate; projected flat
mik,Mikasuki,500,226,500,0.0,no observed rate; projected flat
miq,Mískito,150000,101259,150000,0.0,no observed rate; projected flat
miw,Akoye,800,362,800,0.0,no observed rate; projected flat
mix,Mixtepec Mixtec,9170,4154,9170,0.0,no observed rate; projected flat
mjt,Sauria Paharia,117000,78982,117000,0.0,no observed rate; projected flat
mjw,Karbi,150000,101259,150000,0.0,no observed rate; projected flat
mjz,Majhi,24422,11062,24422,0.0,no observed rate; projected flat
mka,Mbre,200,91,200,0.0,no observed rate; projected flat
mkb,Mal Paharia,51000,34428,51000,0.0,no observed rate; projected flat
mkc,Siliput,132,60,132,0.0,no observed rate; projected flat
mkg,Mak (China),5000,2265,5000,0.0,no observed rate; projected flat
mkj,Mokilese,1230,557,1230,0.0,no observed rate; projected flat
mkm,Moklen,5500,2491,5500,0.0,no observed rate; projected flat
mko,Mingang Doso,3000,1359,3000,0.0,no observed rate; projected flat
mkt,Vamale,150,68,150,0.0,no observed rate; projected flat
mky,Taba,35000,15854,35000,0.0,no observed rate; projected flat
mla,Tamambo,3500,2363,3500,0.0,no observed rate; projected flat
mle,Manambu,2800,1268,2800,0.0,no observed rate; projected flat
mlh,Mape,5120,2319,5120,0.0,no observed rate; projected flat
mlj,Miltu,150,68,150,0.0,no observed rate; projected flat
mlk,Kiwilwana,8000,3624,8000,0.0,no observed rate; projected flat
mlm,Mulam,30000,13589,30000,0.0,no observed rate; projected flat
mlo,Mlomp,5400,2446,5400,0.0,no observed rate; projected flat
mlv,Motlav,2100,1418,2100,0.0,no observed rate; projected flat
mlx,Naha'ai,600,272,600,0.0,no observed rate; projected flat
mmb,Momina,200,91,200,0.0,no observed rate; projected flat
mmd,Maonan,70000,31708,70000,0.0,no observed rate; projected flat
mme,Tirax,1000,453,1000,0.0,no observed rate; projected flat
mmg,North Ambrym,5250,2378,5250,0.0,no observed rate; projected flat
mmh,Mehináku,227,103,227,0.0,no observed rate; projected flat
mml,Man Met,1000,453,1000,0.0,no observed rate; projected flat
mmm,Mkir,180,82,180,0.0,no observed rate; projected flat
mmp,Siawi,75,15,75,0.0,no observed rate; projected flat
mmq,Aisi,250,113,250,0.0,no observed rate; projected flat
mmt,Malalamai,150,68,150,0.0,no observed rate; projected flat
mmw,Emae,400,181,400,0.0,no observed rate; projected flat
mnh,Mono (Democratic Republic of the Congo),62102,41923,62102,0.0,no observed rate; projected flat
mnj,Munji,3770,1708,3770,0.0,no observed rate; projected flat
mnq,Minriq,145,66,145,0.0,no observed rate; projected flat
mnu,Mer (Indonesia),85,17,85,0.0,no observed rate; projected flat
moc,Mocoví,2780,1259,2780,0.0,no observed rate; projected flat
moh,Mohawk,3800,1721,3800,0.0,no observed rate; projected flat
moj,Monzombo,12600,8506,12600,0.0,no observed rate; projected flat
mok,Marori,75,34,75,0.0,no observed rate; projected flat
mop,Mopán,12500,8438,12500,0.0,no observed rate; projected flat
moq,"Mor (Bomberai Peninsula, Indonesia)",60,12,60,0.0,no observed rate; projected flat
mor,Moro,30000,20252,30000,0.0,no observed rate; projected flat
mot,Barí,4000,2700,4000,0.0,no observed rate; projected flat
mov,Mojave,75,15,75,0.0,no observed rate; projected flat
mpd,Maxineri,950,430,950,0.0,no observed rate; projected flat
mph,Mawng,300,203,300,0.0,no observed rate; projected flat
mpj,Martu Wangka,900,408,900,0.0,no observed rate; projected flat
mpk,Mbara (Chad),500,226,500,0.0,no observed rate; projected flat
mpn,Mindiri,90,41,90,0.0,no observed rate; projected flat
mpq,Matís,280,127,280,0.0,no observed rate; projected flat
mpt,Mian,1750,793,1750,0.0,no observed rate; projected flat
mpz,Mpi,1200,544,1200,0.0,no observed rate; projected flat
mqf,Momuna,2000,906,2000,0.0,no observed rate; projected flat
mqs,"Moi (Maluku, Indonesia)",12000,8101,12000,0.0,no observed rate; projected flat
mqv,Mosimo,50,10,50,0.0,no observed rate; projected flat
mra,Mlabri,200,91,200,0.0,no observed rate; projected flat
mrb,Marino,500,226,500,0.0,no observed rate; projected flat
mrc,Maricopa,100,20,100,0.0,no observed rate; projected flat
mrf,Elseng,300,136,300,0.0,no observed rate; projected flat
mrg,Mising,551224,372109,551224,0.0,no observed rate; projected flat
mrh,Mara Chin,42000,28352,42000,0.0,no observed rate; projected flat
mri,Māori,127000,57527,127000,0.0,no observed rate; projected flat
mrj,Western Mari,25000,16876,25000,0.0,no observed rate; projected flat
mrk,Hmwaveke,300,136,300,0.0,no observed rate; projected flat
mrl,Mortlockese,5900,2672,5900,0.0,no observed rate; projected flat
mro,Mru,50000,33753,50000,0.0,no observed rate; projected flat
mrp,Ande,500,226,736,0.01503,observed rate 233.33%/yr → clamped to 1.50%/yr
mru,Mono (Cameroon),150,30,150,0.0,no observed rate; projected flat
mrv,Mangareva,450,204,450,0.0,no observed rate; projected flat
mrx,Maremgi,55,11,55,0.0,no observed rate; projected flat
msd,Yucatec Maya Sign Language,500,226,500,0.0,no observed rate; projected flat
msk,Mansaka,57800,39018,57800,0.0,no observed rate; projected flat
msl,Powle-Ma,200,91,200,0.0,no observed rate; projected flat
msn,Vurës,1050,476,1050,0.0,no observed rate; projected flat
mso,Mombum,250,113,250,0.0,no observed rate; projected flat
msq,Caac,2215,1003,2215,0.0,no observed rate; projected flat
msu,Musom,219,99,219,0.0,no observed rate; projected flat
msv,Maslam,5500,2491,5500,0.0,no observed rate; projected flat
msw,Mansoanka,17500,11814,17500,0.0,no observed rate; projected flat
msx,Moresada,200,91,200,0.0,no observed rate; projected flat
msy,Aruamu,5350,2423,5350,0.0,no observed rate; projected flat
msz,Momare,374,169,374,0.0,no observed rate; projected flat
mte,Mono (Solomon Islands),3340,1513,3340,0.0,no observed rate; projected flat
mtf,Murik,628,284,628,0.0,no observed rate; projected flat
mto,Totontepec Mixe,5200,2355,5200,0.0,no observed rate; projected flat
mtt,Mota,700,317,700,0.0,no observed rate; projected flat
mty,Nambi,484,219,484,0.0,no observed rate; projected flat
muc,Ajumbu,250,113,250,0.0,no observed rate; projected flat
mur,Murle,60200,40639,60200,0.0,no observed rate; projected flat
mus,Muskogee,4200,841,4200,0.0,no observed rate; projected flat
muu,Yaaku,50,10,50,0.0,no observed rate; projected flat
mva,Manam,6000,2718,6000,0.0,no observed rate; projected flat
mvd,Mamboru,13000,5889,13000,0.0,no observed rate; projected flat
mvi,Miyako,1000,200,1000,0.0,no observed rate; projected flat
mvk,Mekmek,1036,469,1036,0.0,no observed rate; projected flat
mvm,Muya,7500,5063,7500,0.0,no observed rate; projected flat
mvq,Moere,50,10,50,0.0,no observed rate; projected flat
mvt,Botovro,430,195,430,0.0,no observed rate; projected flat
mvx,Meoswar,250,113,250,0.0,no observed rate; projected flat
mwa,Mwatebu,120,54,120,0.0,no observed rate; projected flat
mwb,Muniwara,826,374,826,0.0,no observed rate; projected flat
mwf,Murrinh-patha,5500,2491,5500,0.0,no observed rate; projected flat
mwi,Ninde,1100,498,1100,0.0,no observed rate; projected flat
mwl,Miranda do Douro,15000,10126,15000,0.0,no observed rate; projected flat
mwp,Kalaw Kawaw Ya,900,180,900,0.0,no observed rate; projected flat
mwt,Moken,5500,2491,5500,0.0,no observed rate; projected flat
mxj,Miju-Mishmi,9000,4077,9000,0.0,no observed rate; projected flat
mxk,Monumbo,450,204,450,0.0,no observed rate; projected flat
mxo,Mbowe,2690,1218,2690,0.0,no observed rate; projected flat
mxp,Southern Highland Mixe,3617,1638,3617,0.0,no observed rate; projected flat
mxw,Namo,80,16,80,0.0,no observed rate; projected flat
myf,Mao of Bambeshi,5000,2265,5000,0.0,no observed rate; projected flat
myj,Mangayat,400,181,400,0.0,no observed rate; projected flat
myo,Anfillo,500,226,500,0.0,no observed rate; projected flat
myp,Pirahã,389,263,389,0.0,no observed rate; projected flat
myu,Mundurukú,8000,3624,8000,0.0,no observed rate; projected flat
myv,Erzya,250000,113241,250000,0.0,no observed rate; projected flat
myy,Macuna,1041,472,1041,0.0,no observed rate; projected flat
mzp,Movima,1450,657,1450,0.0,no observed rate; projected flat
mzr,Marubo,1043,472,1043,0.0,no observed rate; projected flat
mzs,Patuá,50,10,50,0.0,no observed rate; projected flat
mzu,Inapang,1290,584,1290,0.0,no observed rate; projected flat
mzw,Deg,27500,18564,27500,0.0,no observed rate; projected flat
nab,Nambikwara,721,327,721,0.0,no observed rate; projected flat
naj,Nalu,11000,7426,11000,0.0,no observed rate; projected flat
nam,Ngan'gityemerri,150,68,150,0.0,no observed rate; projected flat
naq,Khoekhoe,200000,135012,200000,0.0,no observed rate; projected flat
nat,Hungworo,5000,2265,5000,0.0,no observed rate; projected flat
nau,Nauruan,6000,2718,6000,0.0,no observed rate; projected flat
nav,Diné Bizaad (Navajo),120000,81007,120000,0.0,no observed rate; projected flat
nax,Nakwi,216,98,216,0.0,no observed rate; projected flat
nbe,Konyak Naga,70000,47254,70000,0.0,no observed rate; projected flat
nbh,Ngamo,60000,40504,60000,0.0,no observed rate; projected flat
nbi,Mao Naga,77810,52526,77810,0.0,no observed rate; projected flat
nbj,Ngarinyman,85,39,85,0.0,no observed rate; projected flat
nbk,Nake,170,77,170,0.0,no observed rate; projected flat
nbt,Na,1500,679,1500,0.0,no observed rate; projected flat
nbu,Rongmei Naga,59000,39829,59000,0.0,no observed rate; projected flat
nby,Ningera,213,96,213,0.0,no observed rate; projected flat
ncb,Central Nicobarese,10100,6818,10100,0.0,no observed rate; projected flat
ncd,Nachering,10041,6778,10041,0.0,no observed rate; projected flat
nce,Yalë,580,263,580,0.0,no observed rate; projected flat
ncg,Nisga'a,1107,222,1107,0.0,no observed rate; projected flat
nck,Nakara,88,18,88,0.0,no observed rate; projected flat
ncn,Nauna,100,20,100,0.0,no observed rate; projected flat
nco,Sibe,5000,2265,5000,0.0,no observed rate; projected flat
ncs,Nicaraguan Sign Language,3000,1359,3000,0.0,no observed rate; projected flat
ndm,Ndam,6500,2944,6500,0.0,no observed rate; projected flat
ndr,Ndoola,10000,6751,10000,0.0,no observed rate; projected flat
ndv,Ndut,37500,25315,37500,0.0,no observed rate; projected flat
nec,Nedebang,200,40,200,0.0,no observed rate; projected flat
neg,Negidal,150,30,150,0.0,no observed rate; projected flat
neh,Nyenkha,8692,5868,8692,0.0,no observed rate; projected flat
nek,Neku,220,100,220,0.0,no observed rate; projected flat
nem,Nemi,320,145,320,0.0,no observed rate; projected flat
nfa,Dhao,3000,1359,3000,0.0,no observed rate; projected flat
nfl,Äiwoo,7926,5351,7926,0.0,no observed rate; projected flat
ngi,Ngizim,80000,54005,80000,0.0,no observed rate; projected flat
ngr,Nagu,206,41,206,0.0,no observed rate; projected flat
ngw,Ngwaba,10000,6751,10000,0.0,no observed rate; projected flat
ngx,Nggwahyi,2000,906,2000,0.0,no observed rate; projected flat
nhd,Ñandeva,19308,8746,19308,0.0,no observed rate; projected flat
nhh,Nahari,20400,13771,20400,0.0,no observed rate; projected flat
nhr,Naro,10000,6751,10000,0.0,no observed rate; projected flat
nhw,Western Huasteca Nahuatl,400000,270024,400000,0.0,no observed rate; projected flat
nie,Niellim,5160,2337,5160,0.0,no observed rate; projected flat
nik,Southern Nicobarese,7500,3397,7500,0.0,no observed rate; projected flat
nil,Nila,1800,815,1800,0.0,no observed rate; projected flat
nio,Nganasan,500,100,500,0.0,no observed rate; projected flat
nit,Southeastern Kolami,1500,679,1500,0.0,no observed rate; projected flat
niu,Niue,7990,3619,7990,0.0,no observed rate; projected flat
niv,Sakhalin Nivkh,500,100,500,0.0,no observed rate; projected flat
niw,Nimo,178,81,178,0.0,no observed rate; projected flat
niz,Ningil,500,226,500,0.0,no observed rate; projected flat
njb,Nocte Naga,35000,15854,35000,0.0,no observed rate; projected flat
njh,Lotha Naga,170001,114761,170001,0.0,no observed rate; projected flat
njl,Njalgulgule,900,408,900,0.0,no observed rate; projected flat
njn,Liangmai Naga,34232,23109,34232,0.0,no observed rate; projected flat
nkd,Koireng,1410,952,1410,0.0,no observed rate; projected flat
nkh,Khezha Naga,11500,7763,11500,0.0,no observed rate; projected flat
nki,Thangal Naga,11800,7966,11800,0.0,no observed rate; projected flat
nkk,Nokuku,250,113,250,0.0,no observed rate; projected flat
nkm,Namat,180,82,180,0.0,no observed rate; projected flat
nkr,Nukuoro,900,408,900,0.0,no observed rate; projected flat
nkx,Nkoroo,2500,1132,2500,0.0,no observed rate; projected flat
nkz,Nkari,5000,2265,5000,0.0,no observed rate; projected flat
nli,Grangali,5000,2265,5000,0.0,no observed rate; projected flat
nll,Nihali,1500,679,1500,0.0,no observed rate; projected flat
nlu,Nchumbulu,1800,815,1800,0.0,no observed rate; projected flat
nma,Maram Naga,37340,25207,37340,0.0,no observed rate; projected flat
nme,Mzieme Naga,29000,19577,29000,0.0,no observed rate; projected flat
nmf,Tangkhul Naga,58167,26348,58167,0.0,no observed rate; projected flat
nmj,Ngombe,1400,634,1400,0.0,no observed rate; projected flat
nmm,Manange,3000,1359,3000,0.0,no observed rate; projected flat
nmn,Taa,2600,1178,2600,0.0,no observed rate; projected flat
nms,Lendamboi,800,362,800,0.0,no observed rate; projected flat
nmt,Namonuito,940,426,940,0.0,no observed rate; projected flat
nmy,Namuyi,5000,2265,5000,0.0,no observed rate; projected flat
nna,Nyangumarta,520,236,520,0.0,no observed rate; projected flat
nng,Maring Naga,22326,10113,22326,0.0,no observed rate; projected flat
nnl,Northern Rengma Naga,3300,1495,3300,0.0,no observed rate; projected flat
nnm,Namia,3500,2363,3500,0.0,no observed rate; projected flat
nnp,Wancho Naga,30000,20252,30000,0.0,no observed rate; projected flat
nns,Ningye,2000,906,2000,0.0,no observed rate; projected flat
nnu,Dwang,8200,3714,8200,0.0,no observed rate; projected flat
nnz,Nda'nda',10000,6751,10000,0.0,no observed rate; projected flat
noa,Waunana,13000,5889,13000,0.0,no observed rate; projected flat
nog,Noghay,70000,31708,70000,0.0,no observed rate; projected flat
not,Nomatsiguenga,5531,2505,5531,0.0,no observed rate; projected flat
noz,Nayi,7188,1439,7188,0.0,no observed rate; projected flat
npa,Nar Phu,500,226,500,0.0,no observed rate; projected flat
npb,Nupbikha,30000,20252,30000,0.0,no observed rate; projected flat
nph,Phom Naga,19000,12826,19000,0.0,no observed rate; projected flat
npo,Pochuri Naga,6500,2944,6500,0.0,no observed rate; projected flat
npy,Napu,6000,2718,6000,0.0,no observed rate; projected flat
nqn,Nen,250,113,250,0.0,no observed rate; projected flat
nre,Southern Rengma Naga,65328,29591,65328,0.0,no observed rate; projected flat
nrf,Jèrriais,2874,1302,2874,0.0,no observed rate; projected flat
nrg,Farsaf,160,72,160,0.0,no observed rate; projected flat
nri,Chokri Naga,20000,13501,20000,0.0,no observed rate; projected flat
nsa,Sangtam Naga,84300,56908,84300,0.0,no observed rate; projected flat
nsg,Ngasa,250,113,250,0.0,no observed rate; projected flat
nsl,Norwegian Sign Language,4000,1812,4000,0.0,no observed rate; projected flat
nsm,Sumi Naga,100000,67506,100000,0.0,no observed rate; projected flat
nsr,Maritime Sign Language,50,10,50,0.0,no observed rate; projected flat
nsw,Sinia,520,236,520,0.0,no observed rate; projected flat
nsy,Nasal,3000,2025,3000,0.0,no observed rate; projected flat
nti,Natioro,4000,2700,4000,0.0,no observed rate; projected flat
ntj,Ngaanyatjarra,1300,589,1300,0.0,no observed rate; projected flat
ntk,Ikoma,36000,24302,36000,0.0,no observed rate; projected flat
ntp,Northern Tepehuán,8000,3624,8000,0.0,no observed rate; projected flat
ntz,Natanzi,7030,3184,7030,0.0,no observed rate; projected flat
nud,Ngala,136,62,136,0.0,no observed rate; projected flat
nuh,Ndunda,350,159,350,0.0,no observed rate; projected flat
nuk,Nuuchahnulth (Nootka),172,34,172,0.0,no observed rate; projected flat
nun,Anong,4040,809,4040,0.0,no observed rate; projected flat
nuo,Nguôn,1000,453,1000,0.0,no observed rate; projected flat
nux,Mehek,2014,912,2014,0.0,no observed rate; projected flat
nuy,Wubuy,300,136,300,0.0,no observed rate; projected flat
nwm,Nyamusa-Molo,1200,544,1200,0.0,no observed rate; projected flat
nwr,Nawaru,190,86,190,0.0,no observed rate; projected flat
nxa,Nauete,1000,453,1000,0.0,no observed rate; projected flat
nxr,Ninggerum,3500,1585,3500,0.0,no observed rate; projected flat
nxu,Narau,85,17,85,0.0,no observed rate; projected flat
nyh,Nyikina,50,10,50,0.0,no observed rate; projected flat
nyl,Nyeu,200,91,200,0.0,no observed rate; projected flat
nyq,Nayini,7030,3184,7030,0.0,no observed rate; projected flat
nzm,Zeme Naga,34110,15451,34110,0.0,no observed rate; projected flat
nzz,Nanga,3000,1359,3000,0.0,no observed rate; projected flat
oac,Oroch,75,15,75,0.0,no observed rate; projected flat
obu,Obulom,3420,1549,3420,0.0,no observed rate; projected flat
oca,Ocaina,50,10,50,0.0,no observed rate; projected flat
ocu,Ocuiltec,737,334,737,0.0,no observed rate; projected flat
oia,Oirata,1220,553,1220,0.0,no observed rate; projected flat
ojg,Eastern Ojibwe,1500,679,1500,0.0,no observed rate; projected flat
ojs,Oji-Cree,6110,4125,6110,0.0,no observed rate; projected flat
ojw,Saulteaux,5000,2265,5000,0.0,no observed rate; projected flat
oka,Nsyilxcən,149,67,149,0.0,no observed rate; projected flat
okb,Okobo,50000,33753,50000,0.0,no observed rate; projected flat
okd,Okodia,3600,1631,3600,0.0,no observed rate; projected flat
oki,Okiek,50,10,50,0.0,no observed rate; projected flat
okr,Kirike,248000,167415,248000,0.0,no observed rate; projected flat
ola,Walungge,1000,453,1000,0.0,no observed rate; projected flat
olo,Livvi,27000,12230,27000,0.0,no observed rate; projected flat
omt,Omotik,50,10,50,0.0,no observed rate; projected flat
one,Oneida,212,96,212,0.0,no observed rate; projected flat
ong,Olo,13000,8776,13000,0.0,no observed rate; projected flat
oni,Onin,600,272,600,0.0,no observed rate; projected flat
onj,Onjob,150,68,150,0.0,no observed rate; projected flat
ono,Onondaga,52,10,52,0.0,no observed rate; projected flat
ood,O'odham,15000,10126,15000,0.0,no observed rate; projected flat
oon,Önge,94,43,94,0.0,no observed rate; projected flat
opk,Kopkaka,400,181,400,0.0,no observed rate; projected flat
opm,Oksapmin,8000,5400,8000,0.0,no observed rate; projected flat
ore,Orejón,95,19,95,0.0,no observed rate; projected flat
orh,Oroqen,1250,250,1250,0.0,no observed rate; projected flat
orn,Orang Kanaq,87,17,87,0.0,no observed rate; projected flat
orr,Oruma,5000,2265,5000,0.0,no observed rate; projected flat
ors,Orang Seletar,880,399,880,0.0,no observed rate; projected flat
orz,Ormu,600,272,600,0.0,no observed rate; projected flat
ote,Mezquital Otomí,100000,67506,100000,0.0,no observed rate; projected flat
otl,Tilapa Otomí,400,181,400,0.0,no observed rate; projected flat
otr,Otoro,10000,4530,10000,0.0,no observed rate; projected flat
otw,Ottawa,2000,400,2000,0.0,no observed rate; projected flat
otz,Ixtenco Otomí,740,335,740,0.0,no observed rate; projected flat
oua,Ouargli,5000,2265,5000,0.0,no observed rate; projected flat
owi,Owiniga,219,99,219,0.0,no observed rate; projected flat
oyd,Oyda,15000,10126,15000,0.0,no observed rate; projected flat
oym,Wayampí,1655,750,1655,0.0,no observed rate; projected flat
pab,Paresí,2000,906,2000,0.0,no observed rate; projected flat
pad,Paumarí,200,91,200,0.0,no observed rate; projected flat
pah,Tenharín,350,159,350,0.0,no observed rate; projected flat
pak,Parakanã,1286,583,1286,0.0,no observed rate; projected flat
pao,Northern Paiute,700,140,700,0.0,no observed rate; projected flat
paq,Parya,3750,1699,3750,0.0,no observed rate; projected flat
pat,Papitalai,550,249,550,0.0,no observed rate; projected flat
